zcr,rms,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Language,StoryType
0.12600036061138187,0.004575091,4211.852496289149,4883.705874555397,-625.8458,126.465546,19.48078,8.212498,14.573044,-19.27047,5.8341007,-19.446932,-11.864431,-11.283215,-5.5015607,-10.610203,-2.117218,Chinese,0
0.039619151625184125,0.06877491,2161.6259333938942,2966.400021417072,-359.45862,104.64882,30.883167,36.315884,11.766564,4.178984,-3.3401866,15.081376,5.464515,-1.577356,-0.77979016,4.1032524,14.081674,Chinese,0
0.05173254285095762,0.035259783,1778.0917216584696,1840.7226402421502,-429.473,154.81053,-20.912085,16.27325,18.969193,-9.54524,1.0941678,-2.295767,-2.098963,-8.409448,-20.650309,-11.189811,-7.0627546,Chinese,0
0.07420593550570057,0.006104204,4376.890895937639,5628.585906661847,-544.8063,110.718,57.15628,24.152164,11.490214,9.868175,-6.222123,3.6068964,-1.8736699,-8.228391,-4.766482,-4.278716,3.1834242,Chinese,0
0.05669914101654629,0.024014743,2084.409578887595,2164.2439676527088,-394.34964,147.23035,-28.750368,18.668604,20.48723,-6.306644,5.3202033,-4.768933,-3.1362412,-6.557037,-12.49509,1.8792497,-7.194837,Chinese,0
0.0627327417434954,0.008755815,2504.4008095877775,2719.236280640561,-522.94794,80.75286,-7.0751486,13.374981,10.995917,-1.8039755,2.137618,-10.992454,-12.233627,-2.162447,-0.46921563,-3.41332,-11.600941,Chinese,0
0.049369517407734785,0.049650144,2184.171732482768,2745.401157725936,-353.37415,120.80805,33.49857,43.929127,8.369317,9.08312,11.97347,1.32769,-5.6564016,-4.793248,-4.049138,4.104529,-5.2127223,English,1
0.13714086083012203,0.0029825883,4682.577310154772,3665.8874098284987,-671.9253,104.704445,-6.5217934,28.548353,1.5156517,-1.1939715,15.353724,-12.292759,-3.0970016,2.7760267,-8.288625,-2.1276338,-1.8585634,English,1
0.05944327892472761,0.015928572,2605.7924862011478,3321.5511057266963,-493.01816,90.91047,20.065859,33.37549,12.529355,20.89285,5.22268,10.621611,-8.846373,-0.0010336995,0.8962962,-3.0161226,-9.442644,English,1
0.09759336493072585,0.060015544,3309.1085500611252,3250.4028223953364,-316.13525,109.92656,-4.694984,11.236047,-2.7781136,16.294243,-16.776419,-3.5065193,-6.0832744,-0.7541787,-7.772435,-1.0485806,-2.7806125,English,1
0.05104667269112846,0.06000897,1619.1229678535512,1602.550248012086,-295.1608,179.76949,-14.580485,1.0416191,3.8253937,3.2455475,12.539888,1.4082088,1.7284248,-18.061544,-15.185821,10.40621,3.5401478,English,1
0.03965908226885645,0.03705993,1665.065941809342,2371.438270210366,-392.89795,163.21774,14.663361,3.9873855,17.86693,11.891437,6.3589673,-3.8095176,-8.50145,-1.5815567,0.30031928,-2.6842263,-6.7905025,English,1
0.0605019402590699,0.016667359,2726.7331528173067,3159.396584723614,-491.21085,88.6719,13.813773,16.459293,9.624734,-6.285911,-0.7746558,0.07239587,-0.92117584,-1.1181747,-4.6650114,-1.6164488,2.0736458,English,1
0.04821370270947657,0.019458914,3624.7717731971798,5276.260557729885,-396.1983,127.043,28.740929,6.523748,17.27478,15.9145565,-7.4732046,27.007359,-4.6951184,8.246146,0.9053293,6.1876497,1.9047045,English,1
0.06312549807953595,0.004770341,3887.2778031728008,4702.786099968159,-598.7266,119.98632,27.52671,21.081097,15.228094,1.6476327,-4.0084867,-2.0959163,-2.3876853,2.849665,0.39214548,4.2365913,0.39119968,English,1
0.05226837385497817,0.038591016,1583.1212782126895,1617.9996367534468,-399.40067,157.45284,13.540651,19.444096,14.820118,-18.569136,-10.579657,-1.3812664,-3.6338036,-1.4608867,1.3450124,2.5850332,-1.3593012,English,0
0.09531388567835543,0.12928034,3022.658809182334,2346.8185078315128,-299.62277,134.7283,-25.565863,20.240673,16.58573,-3.100861,6.754066,-2.890511,1.2403979,-8.2209215,-11.217553,2.594586,-7.481402,English,0
0.0668833625580772,0.004488311,4012.142737246906,4800.55290155258,-605.8016,116.118095,30.304916,21.872551,11.411126,-1.2097156,-4.641641,1.2152888,-0.21979159,1.7749045,-2.9999313,3.8006866,2.0914924,English,0
0.061312986652741104,0.031497043,1954.114811619335,1894.2295754781785,-438.77078,143.28679,-20.953411,13.4695215,13.793393,-7.5891957,3.7229168,-4.8521338,-2.889957,-7.613839,-20.437326,-8.646974,-6.158411,English,0
0.06330698536716205,0.009281644,3302.8166083856036,3818.698884465071,-481.93643,117.98049,0.24977566,26.717697,-3.409471,20.772602,-5.627672,10.430889,8.23181,-1.443535,-2.8112805,3.1109636,-4.521018,English,0
0.13314855728279387,0.13159637,4113.2046430345645,3472.3063746982707,-240.26578,100.43495,-6.496742,-2.2845232,14.657674,17.64323,-4.8818297,-0.56879264,-2.2177854,-10.567382,-20.159296,4.1531878,-0.75555396,English,0
0.09637835926735273,0.018714203,5482.376292242891,6501.300285934199,-381.4695,98.48601,31.986692,3.0833337,31.952475,7.2469926,4.2007217,6.794714,3.3178325,-0.4989169,0.48028162,3.435248,2.1104295,English,0
0.07163189321458993,0.03795244,2056.849401834069,2043.1793986198866,-423.25165,107.26981,14.740722,30.531336,15.538713,-10.206931,5.170898,4.3623857,-8.949234,-11.790686,-7.3957334,-1.9454433,-9.266033,English,0
0.12747681113800266,0.007910251,4083.4356341249045,4487.687188507007,-578.38416,117.33043,21.237707,14.233466,2.7063906,-20.879732,-11.335105,-13.710871,-16.199587,-10.969223,-6.6869664,-10.374961,-7.85827,English,0
0.04708733646219502,0.0607236,2063.853200078887,2714.526865129636,-367.73602,145.0948,17.556679,18.117214,12.198316,3.6146998,-6.221506,10.368796,-1.2494998,-15.949341,-6.1469007,-3.490641,-3.2938025,Chinese,1
0.0949911317976929,0.005250521,3530.4872419863614,3752.591532165077,-534.6256,115.88335,1.9699848,21.86765,12.229274,6.2945914,1.3951695,-22.694412,-20.495686,1.0444292,-2.3043938,-6.7456307,3.7820709,English,0
0.07325085185263745,0.10779185,2445.965030090572,2966.284677235653,-360.75745,101.87129,36.37443,18.91042,-3.314476,23.58204,-8.200068,1.7771301,-5.055195,-5.8299675,-6.0554376,-4.2573633,-1.7837449,English,1
0.07614597931573812,0.01709313,2234.499644640915,1981.4547589712279,-472.16565,112.48999,-15.41273,3.7589514,-7.8311677,-18.14722,-3.2103062,-15.947143,-9.274791,-8.762884,-20.09259,-8.6764345,-15.383475,Chinese,0
0.022788023337339744,0.08056915,1158.0202937968218,1881.7518534726044,-309.77795,187.36826,34.564583,22.296488,8.212832,4.522549,0.21094127,-5.3024735,-1.3995367,-3.4374847,-4.894398,-3.2736657,-3.1431136,Chinese,1
0.11542785117207352,0.025077332,1908.09222399876,1679.0254393136368,-431.841,90.52372,-11.632769,9.946642,4.9539027,-16.729502,-19.472559,-15.161906,-5.5810246,-3.9311755,-8.399813,0.26643026,-3.8254602,English,0
0.04476903204199245,0.07147839,1637.9270498799,1751.8175345949865,-321.8394,150.3085,-4.286004,25.956985,24.304142,0.31272855,11.4803705,3.3596306,-4.5894,-6.30159,-0.7319272,6.52314,-4.8915114,English,1
0.04649491329441245,0.007006078,3158.804900973153,4629.270701183614,-512.4132,135.66248,9.0535,8.3533125,38.877773,17.935001,-3.0716555,7.7200747,11.947847,-4.9200277,1.8268013,10.806388,-5.568848,Chinese,0
0.06986722233835005,0.009408856,2225.821633996103,2460.060387636799,-522.03204,139.1721,-18.694235,11.872768,22.262085,-14.2547035,-5.3009915,3.9849617,-1.4544543,-4.7653103,-3.9103377,4.124441,-0.32552746,English,1
0.04835825003425957,0.028134508,2258.3428440670086,2740.029466008197,-405.5614,150.98273,-1.5586514,12.671185,10.850308,1.1913522,-12.294951,5.658604,3.4218187,-7.140578,-1.3774756,2.6648514,-1.4524639,Chinese,0
0.06429996943152662,0.038328942,3746.6500928382475,5047.802779128076,-340.9207,109.57791,22.639898,24.513367,24.276533,9.82585,3.143835,-0.2440461,-5.716666,-2.2805836,-3.3070567,5.37453,-5.233103,Chinese,1
0.14592870676697012,0.057641257,4001.250137576129,3416.2551754745514,-395.3727,86.52216,-8.657144,3.9523418,-6.724583,10.3190775,-22.515392,-1.5450171,-15.743069,-10.153265,6.0441546,-3.2991083,-17.689753,English,0
0.061742467810537424,0.07451444,2590.488308961941,3263.324584304268,-355.74277,105.289955,8.453016,12.081199,3.0673325,3.623186,-10.064516,-0.7370481,-8.027429,-17.614744,-8.613683,-8.094284,-8.696984,Chinese,1
0.058357478737490254,0.06413795,3526.882915855153,3428.4717458524005,-410.46698,99.030334,-6.1753397,-6.0258613,4.8148994,-14.069397,-22.279251,-17.180422,-13.650342,-10.507166,-8.723496,-9.376676,-4.89793,English,0
0.12348686958833359,0.03407087,4880.200059017474,5161.800711963592,-368.23227,81.30131,7.231535,10.063155,9.663933,2.990236,2.1799622,10.465286,-2.960364,-16.46935,-6.338202,3.2203403,5.452334,English,1
0.012651272605175545,0.024994832,838.4304945819498,1907.1605174228425,-485.8287,164.4334,43.527557,18.294113,26.478825,12.264509,2.279051,5.2132263,6.4772305,3.625106,4.659404,5.755255,-1.576975,Chinese,0
0.07579978931639962,0.09439772,4056.350779591501,5010.369686938455,-274.29706,95.65291,27.082582,15.803963,15.132905,6.1866565,-1.6209183,11.60989,9.838456,11.00593,-5.9287844,6.3138385,-2.6530404,Chinese,1
0.07704833136017883,0.029965488,2631.4099171016196,2368.5857731381325,-460.81885,107.412796,-7.7634406,4.968102,11.515308,-5.9552855,-3.2372437,-11.380566,-18.072851,-13.950385,-11.1382,-3.4842522,-6.498054,English,0
0.1308837986781213,0.059888847,4104.675210115858,2939.1687703344223,-388.46292,88.508644,-25.960611,23.191322,3.8605053,-5.9201527,-1.6463759,-18.450972,-0.38442644,-8.743833,-14.296491,-2.155333,-12.9730625,English,1
0.06387086493200837,0.06190408,2477.248434857708,2745.52369762199,-344.4051,122.25215,-0.70122325,11.949698,9.753806,7.8169546,-13.585975,-3.7869403,-11.264355,-9.994175,-1.6706527,-4.104044,-7.1337333,Chinese,0
0.07719662487529737,0.006246977,2764.626416780937,3006.7812656464653,-588.78754,112.29619,8.854117,12.127917,-4.9257455,-3.9830284,-2.7054799,11.69779,-0.773177,-10.538622,-12.795124,-18.096571,-4.599955,Chinese,1
0.11375246393794056,0.06860069,3668.683479212383,2784.617531288298,-366.43048,102.18174,1.9425504,1.7695,8.762852,1.2526642,-4.5374637,-12.765006,-7.775065,-4.8689346,-8.93231,-6.086981,-5.064413,English,0
0.08115479433712396,0.048448402,2413.805287294461,2207.2150609859905,-414.62134,96.25842,-8.689872,-6.131695,11.463395,-6.2484555,-10.299575,-6.6025915,-12.770993,-9.857984,-2.9913046,-7.9190593,-12.275564,English,1
0.03707219746618801,0.056949746,1737.8276645952883,2474.6691140802027,-366.47897,156.79253,10.919353,15.115109,12.797743,8.69975,-5.3446465,-8.021169,-9.671878,-6.2728734,-5.339976,-6.1606383,-7.112506,Chinese,0
0.06663821225894827,0.019611852,2373.365636217697,2265.4800365797655,-458.84433,128.73097,-24.197807,34.793472,22.073654,3.7449353,8.448075,-10.34862,3.0730255,-4.1260934,-5.919265,8.923599,-10.876236,Chinese,1
0.04829838017244957,0.05645953,1723.7185578180752,1872.9332974194285,-375.01508,143.46362,-9.668197,16.23502,24.465063,0.41931418,0.31647348,-7.270521,-1.540224,-5.041746,-14.785007,5.2463307,2.153983,English,0
0.03783077615098476,0.02884868,2163.9430456916193,3218.645360221632,-360.8095,98.33219,21.251375,4.3212132,12.05353,10.230684,-1.1026088,0.1850659,3.893708,2.702998,-1.4255397,1.3588233,2.5785265,English,1
0.043632435121746846,0.05077371,1710.4116816247845,2030.5053844050408,-432.1327,110.46094,15.540384,13.303566,7.156691,-1.5869043,3.8165238,-2.1196885,-2.5791883,-1.6987545,-5.6235175,-6.5813603,-7.9362807,Chinese,0
0.04982505772121993,0.04982828,2103.1055421063566,2633.4641462549057,-300.7003,148.08841,2.3652225,32.572598,4.847168,5.596561,-5.4430275,11.613948,2.9230886,-12.580403,7.2450104,2.600167,0.9293438,Chinese,1
0.048886923666027246,0.070848115,2227.6803828732377,3391.43023634549,-351.58463,138.1413,32.255436,29.768087,25.70854,2.3548088,-9.874467,-16.339815,-4.095989,2.2836356,-7.5180287,-6.079834,-0.42765456,English,0
0.13358770789532962,0.012185413,3974.6656154632515,3809.5313754335043,-447.06314,79.67296,9.608846,10.952426,3.0265436,4.0435977,-10.76141,-2.953808,-10.410158,-5.971794,-5.2293687,-8.572418,-7.2939606,English,1
0.09771669844093313,0.01433693,3069.936878832867,2783.2424240459086,-464.21875,113.43462,-29.419481,18.909157,16.335032,-11.770227,1.3778002,-8.821761,-3.080473,-1.9858788,-19.964691,0.6422403,6.5324607,Chinese,0
0.02954656339385031,0.046741668,1497.5996983156526,2303.7915252606276,-393.37558,163.91974,21.879131,28.167175,28.049505,8.167637,-0.48405644,8.092157,0.6383193,-4.9471407,-2.7889783,4.8347015,1.39443,Chinese,1
0.04412478163197709,0.15087278,1451.6227996388018,1533.9693004247106,-280.2397,150.92003,6.889324,28.216076,27.306051,-4.7868605,-5.4843583,-7.8514805,-2.8483489,-1.4474434,-3.9782264,0.32711706,-12.0899315,Chinese,0
0.07727805138330898,0.002741884,4770.451683659051,5633.957998262022,-574.3442,104.87615,4.947699,26.91286,16.49136,7.501946,7.319309,2.598781,8.24967,3.959667,2.885686,5.92639,1.8021897,English,0
0.029679047991574087,0.011565949,2560.414423571404,4523.468287702425,-502.30487,136.49698,61.919193,28.255146,14.244308,17.57035,-2.7612,6.3490524,0.31731972,-1.0605465,-0.80141723,-1.4964204,6.323708,English,0
0.10201284592501239,0.025289776,4943.158939735011,5438.391035594127,-330.2911,99.20341,0.5842379,20.942314,12.738464,17.753584,-4.393299,12.445286,-0.4011308,5.7103815,-11.422339,14.34912,-4.4752016,English,1
0.07385418335017084,0.0029687535,4722.43827596253,5609.898761101967,-575.184,106.07172,5.5301085,27.807993,16.844131,7.038326,7.5610976,1.8877234,8.468845,4.0209985,3.3862762,5.770554,1.7290826,English,0
0.09850119468085808,0.024358423,4576.674781539527,4632.943646156848,-420.3439,79.41186,10.310084,7.3764114,-5.2554812,10.912668,-6.432583,11.7117605,-2.4780428,5.6230774,-2.1795976,-5.399163,-0.52084,English,1
0.08886202783692138,0.022316523,4695.602967614144,5637.517197445513,-375.61285,114.136635,20.93525,6.15605,20.692177,18.244543,-7.9454722,16.23209,-5.8374486,4.776963,-10.768529,10.724949,-3.5660295,English,1
0.06401922008209004,0.0060603167,3925.9959895756547,5121.119654047968,-552.1903,116.03099,51.7846,31.450022,5.534008,16.438135,-10.521456,6.759591,-3.7989912,-4.4933867,-8.21157,-2.3453553,-0.4383933,Chinese,0
0.08265800373018271,0.018229434,4859.465522407773,5903.958887874906,-385.9364,111.104256,23.230885,12.435267,19.983835,20.219786,-7.812075,17.443975,-7.1959534,9.742109,-10.690991,13.175164,-4.509113,English,0
0.09068064603483406,0.036690813,3725.509004826232,3747.974082518691,-369.62314,82.62696,7.553449,23.57587,-6.5398664,9.412061,5.065091,9.206797,-7.7237134,-5.9755306,4.2571774,4.4369597,-8.429831,English,1
0.06858997967351285,0.022125496,4305.999104091116,5598.513371076655,-383.8191,117.97199,26.257902,11.441036,21.274757,19.7475,-5.69236,11.93452,-7.6858864,4.611797,-9.076802,9.347063,-5.0963407,Chinese,1
0.08041036152199299,0.021032803,3312.0495534046127,3531.4252545742124,-432.1797,107.34797,0.8815689,26.438314,7.0131207,12.427643,-6.0478206,3.78742,-4.385421,-8.969537,-5.879245,2.47467,-3.968839,English,1
0.03712988013973229,0.01680321,2236.6109419019795,3098.7467013522432,-454.81906,140.88629,11.144619,50.886513,8.958575,14.620861,3.275907,-1.195696,3.236085,-1.952283,13.2771635,-3.2395823,0.0036251917,Chinese,0
0.045986062434273015,0.05297808,1611.7252672677812,1698.771235495605,-383.64163,155.3542,8.264895,4.303368,10.87333,-8.914225,-0.37525338,1.6312504,-11.645947,-12.307777,-2.9916384,1.04406,-5.6346583,English,1
0.049941574609769356,0.08529398,2171.783854938789,2605.378543546866,-315.47647,142.51677,1.0432298,22.96154,23.031391,5.394732,-9.921522,-3.2590022,-4.002119,-16.223734,-13.782316,1.858063,-5.005449,Chinese,1
0.07095171147044746,0.071591035,2307.5119530494358,1872.103567241346,-306.46005,109.21582,-27.107431,11.163022,15.312471,-16.146564,-5.8856754,-9.498861,-16.090387,-8.329025,-5.043603,-1.8299079,-2.4089875,English,1
0.04772905160648761,0.049417846,1724.6271754586683,1814.8277484133318,-388.33548,147.53697,8.570074,5.62249,7.8850503,-11.875483,0.12254288,2.516788,-11.405808,-11.252053,-2.6144207,0.73488927,-3.9442658,English,0
0.05145971261900458,0.08349938,2241.844769952077,2706.6571730579526,-294.4723,118.22517,9.481576,19.618822,25.025042,9.326375,-11.780939,-7.89654,-0.9702082,-12.008637,-15.440254,-2.4333498,-3.300163,Chinese,0
0.08810490978349135,0.04737272,3134.3488964664166,3409.0313483684567,-362.83777,132.6925,17.733068,3.7564964,13.6342945,-2.5744483,-14.526935,3.5370302,-6.039992,-13.314716,-16.15666,-3.3512728,-10.177746,English,0
0.03916004057780575,0.06645766,1556.0040349146218,1800.9573510801051,-364.1779,138.56343,20.81755,17.698214,3.1927202,-14.3841095,3.347211,-0.9562361,-11.031823,-8.80124,-8.71734,0.54345703,-0.6063181,Chinese,1
0.07195043489331424,0.100764096,2257.932262513873,1788.6064650909348,-283.22797,115.74725,-30.826149,9.63389,12.969159,-16.454443,-6.165611,-12.014257,-16.047329,-9.137304,-5.4737353,0.078652576,-3.9262843,English,0
0.06972952178030303,0.03980935,2800.6478642097186,3380.252205907156,-375.70142,145.47713,19.616432,10.401224,11.89967,-4.5985107,-13.070919,9.544471,-0.6722585,-11.815925,-16.808058,-1.0344765,-8.26569,Chinese,1
0.07601098791950496,0.13631901,2368.043019877417,1861.2980327013818,-256.77557,113.92157,-38.240494,7.7054143,7.977288,-13.539213,-1.8479505,-16.823942,-16.979273,-5.316955,-9.349375,-0.10954749,2.1061306,English,0
0.03128344263257393,0.044997487,3266.9254835150095,4816.797235543096,-313.1634,119.4925,21.737818,27.754576,9.750313,27.326143,-4.334447,18.104656,1.5343686,9.486647,-0.4368921,9.661013,-2.0008843,Chinese,1
0.08403813396805343,0.042747326,3114.400186120761,3434.5131117420237,-351.94006,120.39191,22.182472,13.3133745,15.523825,-8.732649,-17.701387,10.909639,1.9666867,-13.806539,-19.3743,-4.6429605,-10.4449005,Chinese,0
0.0355733893743362,0.3011842,3157.2192345877506,4481.6309229265935,-168.5647,121.42428,12.411922,30.057802,12.076637,29.953346,3.4695814,12.680649,3.1338723,15.620815,4.731433,8.706584,-7.469,Chinese,0
0.051970760402375235,0.098117396,3378.795710455527,4195.330939345397,-270.69656,124.69346,6.2568617,15.45101,15.446975,17.0126,-5.747971,9.183682,3.3562133,-7.4258223,-4.0589447,6.7182846,-0.4880464,Chinese,0
0.04605479124812721,0.04288198,2131.106811023175,2611.425669015307,-393.28864,84.329285,15.551902,14.525798,12.821658,0.36923632,0.50742465,-3.8173776,-7.5587034,-5.1737146,-4.399139,-3.0628202,-3.9211545,Chinese,1
0.03320594119484764,0.01937712,1735.2193543843512,2503.9941568999648,-503.87628,132.8068,35.80773,17.705389,15.692665,-1.3117856,-3.9169297,0.82767767,-1.2742457,-5.2521114,-1.5571271,4.867742,1.4785874,English,1
0.04823039126151257,0.05081925,2346.165751535767,2888.701988268111,-380.29138,78.53541,13.738532,8.236104,9.31116,-1.0831641,-1.7523859,-2.0543387,-4.574186,-4.542781,-4.0336766,-2.6228275,-3.2385707,Chinese,0
0.028438217934304427,0.018383998,1480.683507158215,2223.2826682417335,-501.26257,143.55974,38.038986,17.859709,17.779547,0.9121421,-4.249506,-0.50374985,-0.46954757,-4.0621142,-1.5368662,6.318765,3.0457287,Chinese,1
0.02689825531806646,0.017774668,1392.915211508312,2121.0818203204535,-501.7653,144.46709,41.143196,19.87287,20.08795,4.986659,-0.12610207,1.7668283,0.0011934647,-4.5528255,-4.719131,0.41222477,0.051655546,Chinese,0
0.04217209510494447,0.09315038,1612.8388477216672,1502.8920991722555,-340.80597,144.8196,22.875408,15.52114,22.984085,-4.2026296,-12.728817,-6.8992467,-7.0759053,-5.6162715,-4.806431,-10.633853,-13.432352,Chinese,1
